#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CRHR1	MAPT	9606.ENSP00000381333	9606.ENSP00000340820	0	0	0	0	0.172	0	0	0.717	0.755
CRHR1	HCRTR1	9606.ENSP00000381333	9606.ENSP00000384387	0	0	0	0	0.123	0	0	0.682	0.709
CRHR1	OPRM1	9606.ENSP00000381333	9606.ENSP00000394624	0	0	0	0	0.049	0	0	0.731	0.733
CRP	SERPINE1	9606.ENSP00000255030	9606.ENSP00000223095	0	0	0	0	0.056	0	0	0.790	0.793
CRP	MPO	9606.ENSP00000255030	9606.ENSP00000225275	0	0	0	0	0	0	0	0.817	0.817
CRP	TTR	9606.ENSP00000255030	9606.ENSP00000237014	0	0	0	0	0.086	0	0	0.782	0.792
CRP	LPA	9606.ENSP00000255030	9606.ENSP00000321334	0	0	0	0	0.192	0	0	0.653	0.707
CRP	NLRP3	9606.ENSP00000255030	9606.ENSP00000337383	0	0	0	0	0.053	0	0	0.704	0.707
CRP	PLA2G7	9606.ENSP00000255030	9606.ENSP00000274793	0	0	0	0	0	0	0	0.715	0.715
CRP	PAPPA	9606.ENSP00000255030	9606.ENSP00000330658	0	0	0	0	0.070	0	0	0.711	0.719
CRP	SHBG	9606.ENSP00000255030	9606.ENSP00000369816	0	0	0	0	0.087	0	0	0.719	0.732
CRP	SELP	9606.ENSP00000255030	9606.ENSP00000263686	0	0	0	0	0.104	0	0	0.720	0.738
CRP	GC	9606.ENSP00000255030	9606.ENSP00000421725	0	0	0	0	0.221	0	0	0.680	0.740
CRP	IL17A	9606.ENSP00000255030	9606.ENSP00000497968	0	0	0	0	0.124	0	0	0.728	0.751
CRP	VWF	9606.ENSP00000255030	9606.ENSP00000261405	0	0	0	0	0	0	0	0.772	0.772
CRP	VCAM1	9606.ENSP00000255030	9606.ENSP00000294728	0	0	0	0	0.047	0	0	0.773	0.774
CRP	SELE	9606.ENSP00000255030	9606.ENSP00000331736	0	0	0	0	0.113	0	0	0.771	0.788
CRP	MMP9	9606.ENSP00000255030	9606.ENSP00000361405	0	0	0	0	0.059	0	0	0.803	0.806
CRP	PLG	9606.ENSP00000255030	9606.ENSP00000308938	0	0	0	0	0.193	0	0	0.771	0.807
CRP	IL18	9606.ENSP00000255030	9606.ENSP00000280357	0	0	0	0	0	0	0	0.835	0.835
CRP	IL10	9606.ENSP00000255030	9606.ENSP00000412237	0	0	0	0	0.086	0	0	0.872	0.878
CRP	F3	9606.ENSP00000255030	9606.ENSP00000334145	0	0	0	0	0	0	0	0.881	0.881
CRP	IL1B	9606.ENSP00000255030	9606.ENSP00000263341	0	0	0	0	0.067	0	0	0.883	0.886
CRP	INS	9606.ENSP00000255030	9606.ENSP00000380432	0	0	0	0	0.082	0	0	0.887	0.891
CRP	F2	9606.ENSP00000255030	9606.ENSP00000308541	0	0	0	0	0.208	0	0	0.887	0.906
CRP	MBL2	9606.ENSP00000255030	9606.ENSP00000363079	0	0	0	0	0.463	0	0	0.833	0.906
CRP	LEP	9606.ENSP00000255030	9606.ENSP00000312652	0	0	0	0	0.042	0	0	0.914	0.914
CRP	TNF	9606.ENSP00000255030	9606.ENSP00000398698	0	0	0	0	0	0	0	0.938	0.938
CRP	OLR1	9606.ENSP00000255030	9606.ENSP00000309124	0	0	0	0	0.057	0	0	0.965	0.965
CRP	IL6	9606.ENSP00000255030	9606.ENSP00000385675	0	0	0	0	0.047	0	0	0.968	0.968
CRYAA	CRYAB	9606.ENSP00000291554	9606.ENSP00000433560	0	0	0.054	0.944	0	0.927	0.900	0.490	0.996
CRYAB	HSPB1	9606.ENSP00000433560	9606.ENSP00000248553	0	0	0	0.873	0.147	0.875	0	0.484	0.940
CRYAB	SNCA	9606.ENSP00000433560	9606.ENSP00000500990	0	0	0	0	0.062	0.784	0	0.381	0.863
CSF1	FLT3	9606.ENSP00000327513	9606.ENSP00000241453	0	0	0	0	0.056	0.093	0.650	0.707	0.900
CSF1	IL1B	9606.ENSP00000327513	9606.ENSP00000263341	0	0	0	0	0.120	0	0	0.793	0.810
CSF1	KDR	9606.ENSP00000327513	9606.ENSP00000263923	0	0	0	0	0.061	0.093	0.650	0.618	0.871
CSF1	EGFR	9606.ENSP00000327513	9606.ENSP00000275493	0	0	0	0	0.072	0	0.650	0.834	0.941
CSF1	KIT	9606.ENSP00000327513	9606.ENSP00000288135	0	0	0	0	0.074	0.125	0.650	0.746	0.918
CSF1	MET	9606.ENSP00000327513	9606.ENSP00000317272	0	0	0	0	0.056	0	0.650	0.307	0.751
CSF1	IGF1R	9606.ENSP00000327513	9606.ENSP00000497069	0	0	0	0	0	0	0.650	0.305	0.746
CSF1	TNF	9606.ENSP00000327513	9606.ENSP00000398698	0	0	0	0	0.126	0	0	0.781	0.801
CSF1	IL6	9606.ENSP00000327513	9606.ENSP00000385675	0	0	0	0	0.146	0	0	0.805	0.827
CSF1	IL10	9606.ENSP00000327513	9606.ENSP00000412237	0	0	0	0	0.047	0	0.400	0.792	0.870
CSF1	SRC	9606.ENSP00000327513	9606.ENSP00000362680	0	0	0	0	0.117	0.091	0.500	0.803	0.910
CSNK2A1	SIRT1	9606.ENSP00000217244	9606.ENSP00000212015	0	0	0	0	0.049	0.789	0	0.243	0.835
CSNK2A1	JUN	9606.ENSP00000217244	9606.ENSP00000360266	0	0	0	0	0	0.584	0	0.312	0.701
CSNK2A1	TOP2A	9606.ENSP00000217244	9606.ENSP00000411532	0	0	0	0	0.064	0.657	0	0.174	0.711
CSNK2A1	CTNNB1	9606.ENSP00000217244	9606.ENSP00000495360	0	0	0	0	0.060	0	0.900	0.374	0.936
CTNNB1	SIRT1	9606.ENSP00000495360	9606.ENSP00000212015	0	0	0	0	0	0.300	0	0.866	0.902
CTNNB1	MMP2	9606.ENSP00000495360	9606.ENSP00000219070	0	0	0	0	0.056	0.049	0	0.798	0.803
CTNNB1	NFKB1	9606.ENSP00000495360	9606.ENSP00000226574	0	0	0	0	0.060	0.777	0	0.845	0.964
CTNNB1	NR3C1	9606.ENSP00000495360	9606.ENSP00000231509	0	0	0	0	0.092	0.166	0	0.644	0.707
CTNNB1	LRP6	9606.ENSP00000495360	9606.ENSP00000261349	0	0	0	0	0	0.532	0.720	0.948	0.992
CTNNB1	MAPK3	9606.ENSP00000495360	9606.ENSP00000263025	0	0	0	0	0.091	0	0	0.866	0.873
CTNNB1	EP300	9606.ENSP00000495360	9606.ENSP00000263253	0	0	0	0	0.049	0.899	0.900	0.992	0.999
CTNNB1	IL1B	9606.ENSP00000495360	9606.ENSP00000263341	0	0	0	0	0	0	0	0.745	0.745
CTNNB1	KDR	9606.ENSP00000495360	9606.ENSP00000263923	0	0	0	0	0.095	0	0.800	0.981	0.996
CTNNB1	PIK3CA	9606.ENSP00000495360	9606.ENSP00000263967	0	0	0	0	0.049	0.130	0	0.890	0.901
CTNNB1	EGFR	9606.ENSP00000495360	9606.ENSP00000275493	0	0	0	0	0.064	0.718	0.900	0.940	0.998
CTNNB1	PPARG	9606.ENSP00000495360	9606.ENSP00000287820	0	0	0	0	0.052	0.735	0	0.980	0.994
CTNNB1	LRP5	9606.ENSP00000495360	9606.ENSP00000294304	0	0	0	0	0	0.325	0.720	0.964	0.992
CTNNB1	PLK1	9606.ENSP00000495360	9606.ENSP00000300093	0	0	0	0	0.042	0.292	0	0.674	0.759
CTNNB1	SOST	9606.ENSP00000495360	9606.ENSP00000301691	0	0	0	0	0.063	0.091	0	0.842	0.853
CTNNB1	TERT	9606.ENSP00000495360	9606.ENSP00000309572	0	0	0	0	0	0.301	0.900	0.937	0.995
CTNNB1	TNKS	9606.ENSP00000495360	9606.ENSP00000311579	0	0	0	0	0.054	0.053	0	0.769	0.775
CTNNB1	MET	9606.ENSP00000495360	9606.ENSP00000317272	0	0	0	0	0.042	0.364	0.900	0.792	0.985
CTNNB1	PKM	9606.ENSP00000495360	9606.ENSP00000320171	0.054	0	0	0	0.062	0.662	0	0.990	0.996
CTNNB1	GSK3B	9606.ENSP00000495360	9606.ENSP00000324806	0	0	0	0	0.054	0.991	0.900	0.999	0.999
CTNNB1	PTK2	9606.ENSP00000495360	9606.ENSP00000341189	0	0	0	0	0.113	0.087	0	0.776	0.802
CTNNB1	RAC1	9606.ENSP00000495360	9606.ENSP00000348461	0	0	0	0	0.091	0.190	0.500	0.444	0.768
CTNNB1	DNMT1	9606.ENSP00000495360	9606.ENSP00000352516	0	0	0	0	0.042	0.510	0.114	0.612	0.817
CTNNB1	PARP1	9606.ENSP00000495360	9606.ENSP00000355759	0	0	0	0	0.049	0.360	0	0.621	0.749
CTNNB1	NEK2	9606.ENSP00000495360	9606.ENSP00000355966	0	0	0	0	0.055	0.292	0	0.593	0.703
CTNNB1	PTGS2	9606.ENSP00000495360	9606.ENSP00000356438	0	0	0	0	0.104	0.292	0	0.664	0.768
CTNNB1	USF1	9606.ENSP00000495360	9606.ENSP00000357000	0	0	0	0	0.075	0	0	0.736	0.745
CTNNB1	MCL1	9606.ENSP00000495360	9606.ENSP00000358022	0	0	0	0	0.130	0	0	0.724	0.749
CTNNB1	JUN	9606.ENSP00000495360	9606.ENSP00000360266	0	0	0	0	0.045	0.095	0	0.891	0.898
CTNNB1	RUNX2	9606.ENSP00000495360	9606.ENSP00000360493	0	0	0	0	0	0.130	0	0.782	0.802
CTNNB1	PTPN1	9606.ENSP00000495360	9606.ENSP00000360683	0	0	0	0	0.053	0.297	0.900	0.612	0.970
CTNNB1	TNKS2	9606.ENSP00000495360	9606.ENSP00000360689	0	0	0	0	0.066	0.053	0	0.772	0.781
CTNNB1	MMP9	9606.ENSP00000495360	9606.ENSP00000361405	0	0	0	0	0.086	0.066	0	0.784	0.799
CTNNB1	SRC	9606.ENSP00000495360	9606.ENSP00000362680	0	0	0	0	0.042	0.539	0.900	0.986	0.999
CTNNB1	HDAC6	9606.ENSP00000495360	9606.ENSP00000365804	0	0	0	0	0.093	0.512	0	0.447	0.734
CTNNB1	INS	9606.ENSP00000495360	9606.ENSP00000380432	0	0	0	0	0.067	0	0	0.719	0.727
CTNNB1	KDM1A	9606.ENSP00000495360	9606.ENSP00000383042	0	0	0	0	0.049	0.292	0	0.780	0.839
CTNNB1	RELA	9606.ENSP00000495360	9606.ENSP00000384273	0	0	0	0	0.044	0.535	0	0.835	0.920
CTNNB1	ELAVL1	9606.ENSP00000495360	9606.ENSP00000385269	0	0	0	0	0.099	0.369	0	0.710	0.820
CTNNB1	IL6	9606.ENSP00000495360	9606.ENSP00000385675	0	0	0	0	0	0	0	0.813	0.813
CTNNB1	GCG	9606.ENSP00000495360	9606.ENSP00000387662	0	0	0	0	0.048	0	0.750	0.421	0.850
CTNNB1	TNF	9606.ENSP00000495360	9606.ENSP00000398698	0	0	0	0	0	0	0	0.715	0.715
CTNNB1	ESR1	9606.ENSP00000495360	9606.ENSP00000405330	0	0	0	0	0.052	0.301	0	0.952	0.965
CTNNB1	TOP2A	9606.ENSP00000495360	9606.ENSP00000411532	0.046	0	0	0	0.045	0.594	0	0.370	0.736
CTNNB1	RXRA	9606.ENSP00000495360	9606.ENSP00000419692	0	0	0	0	0.054	0.612	0	0.390	0.757
CTNNB1	PIK3R1	9606.ENSP00000495360	9606.ENSP00000428056	0	0	0	0	0.075	0.683	0	0.555	0.858
CTNNB1	IKBKB	9606.ENSP00000495360	9606.ENSP00000430684	0	0	0	0	0.075	0.696	0	0.488	0.843
CTNNB1	HIF1A	9606.ENSP00000495360	9606.ENSP00000437955	0	0	0	0	0.260	0.785	0	0.989	0.998
CTNNB1	IGF1R	9606.ENSP00000495360	9606.ENSP00000497069	0	0	0	0	0.063	0.397	0.900	0.777	0.985
CTSB	SERPINE1	9606.ENSP00000345672	9606.ENSP00000223095	0	0	0	0	0.085	0.052	0.540	0.392	0.725
CTSB	PLG	9606.ENSP00000345672	9606.ENSP00000308938	0	0	0	0	0	0	0	0.724	0.724
CTSB	NLRP3	9606.ENSP00000345672	9606.ENSP00000337383	0	0	0	0	0.045	0	0.900	0.937	0.993
CTSB	CTSL	9606.ENSP00000345672	9606.ENSP00000345344	0	0	0.129	0.648	0.212	0.095	0.900	0.647	0.974
CTSB	PLAU	9606.ENSP00000345672	9606.ENSP00000361850	0	0	0	0	0.080	0	0.540	0.741	0.880
CTSB	MMP9	9606.ENSP00000345672	9606.ENSP00000361405	0	0	0	0	0.086	0.292	0.400	0.766	0.897
CTSL	TLR7	9606.ENSP00000345344	9606.ENSP00000370034	0	0	0	0	0.122	0	0.400	0.549	0.741
CX3CR1	TLR2	9606.ENSP00000351059	9606.ENSP00000260010	0	0	0	0	0.114	0	0	0.720	0.741
CX3CR1	IL1B	9606.ENSP00000351059	9606.ENSP00000263341	0	0	0	0	0.080	0	0	0.726	0.737
CX3CR1	VCAM1	9606.ENSP00000351059	9606.ENSP00000294728	0	0	0	0	0.058	0.098	0	0.734	0.754
CX3CR1	CXCR1	9606.ENSP00000351059	9606.ENSP00000295683	0	0	0	0.793	0.122	0	0.500	0.560	0.790
CX3CR1	JAK3	9606.ENSP00000351059	9606.ENSP00000432511	0	0	0	0	0.068	0	0.650	0.167	0.704
CX3CR1	IL10	9606.ENSP00000351059	9606.ENSP00000412237	0	0	0	0	0.065	0	0	0.718	0.725
CX3CR1	SRC	9606.ENSP00000351059	9606.ENSP00000362680	0	0	0	0	0.059	0	0.500	0.521	0.754
CX3CR1	JAK2	9606.ENSP00000351059	9606.ENSP00000371067	0	0	0	0	0.071	0	0.650	0.502	0.824
CXCR1	IL1B	9606.ENSP00000295683	9606.ENSP00000263341	0	0	0	0	0.185	0	0	0.857	0.879
CXCR1	JAK3	9606.ENSP00000295683	9606.ENSP00000432511	0	0	0	0	0.107	0	0.650	0.185	0.723
CXCR1	JAK2	9606.ENSP00000295683	9606.ENSP00000371067	0	0	0	0	0.124	0	0.650	0.294	0.764
CXCR1	GRK6	9606.ENSP00000295683	9606.ENSP00000347655	0	0	0	0	0.072	0.097	0.650	0.487	0.829
CXCR1	IL6	9606.ENSP00000295683	9606.ENSP00000385675	0	0	0	0	0.083	0	0	0.861	0.868
CYP17A1	HSD17B2	9606.ENSP00000358903	9606.ENSP00000199936	0	0	0	0	0.062	0.045	0.900	0.732	0.972
CYP17A1	HSD17B1	9606.ENSP00000358903	9606.ENSP00000225929	0	0	0	0	0.091	0.053	0.155	0.821	0.852
CYP17A1	HSD11B2	9606.ENSP00000358903	9606.ENSP00000316786	0	0	0	0	0.113	0.045	0	0.855	0.867
CYP17A1	CYP1A2	9606.ENSP00000358903	9606.ENSP00000342007	0	0	0.150	0.779	0.101	0	0.900	0.183	0.929
CYP17A1	HSD11B1	9606.ENSP00000358903	9606.ENSP00000355995	0	0	0	0	0.091	0.069	0.155	0.700	0.757
CYP17A1	CYP1A1	9606.ENSP00000358903	9606.ENSP00000378488	0	0	0.139	0.800	0.062	0	0.900	0.187	0.925
CYP17A1	CYP19A1	9606.ENSP00000358903	9606.ENSP00000379683	0	0	0.249	0.577	0.048	0.052	0.906	0.614	0.971
CYP17A1	SRD5A2	9606.ENSP00000358903	9606.ENSP00000477587	0	0	0	0	0	0	0.900	0.866	0.986
CYP19A1	HSD17B2	9606.ENSP00000379683	9606.ENSP00000199936	0	0	0	0	0.056	0.051	0.900	0.674	0.966
CYP19A1	HSD17B1	9606.ENSP00000379683	9606.ENSP00000225929	0	0	0	0	0.106	0	0.911	0.821	0.984
CYP19A1	UGT2B7	9606.ENSP00000379683	9606.ENSP00000304811	0	0	0	0	0.067	0	0.907	0.307	0.935
CYP19A1	PGR	9606.ENSP00000379683	9606.ENSP00000325120	0	0	0	0	0.044	0.056	0	0.881	0.883
CYP19A1	ESR2	9606.ENSP00000379683	9606.ENSP00000343925	0	0	0	0	0.048	0.056	0	0.923	0.925
CYP19A1	SHBG	9606.ENSP00000379683	9606.ENSP00000369816	0	0	0	0	0.067	0	0	0.762	0.769
CYP19A1	CYP1A1	9606.ENSP00000379683	9606.ENSP00000378488	0	0	0.251	0.567	0	0.052	0.913	0.334	0.953
CYP19A1	GPER1	9606.ENSP00000379683	9606.ENSP00000380281	0	0	0	0	0	0	0	0.712	0.712
CYP19A1	CYP1B1	9606.ENSP00000379683	9606.ENSP00000478561	0	0	0.249	0.560	0.044	0.052	0.172	0.609	0.739
CYP19A1	ESR1	9606.ENSP00000379683	9606.ENSP00000405330	0	0	0	0	0.042	0.056	0	0.925	0.927
CYP19A1	SRD5A2	9606.ENSP00000379683	9606.ENSP00000477587	0	0	0	0	0	0	0.900	0.627	0.961
CYP1A1	HSD17B2	9606.ENSP00000378488	9606.ENSP00000199936	0	0	0	0	0.076	0.045	0.900	0.621	0.962
CYP1A1	HSD17B1	9606.ENSP00000378488	9606.ENSP00000225929	0	0	0	0	0.091	0.053	0.911	0.487	0.955
CYP1A1	UGT2B7	9606.ENSP00000378488	9606.ENSP00000304811	0	0	0	0	0.068	0	0.907	0.604	0.962
CYP1A1	CYP1A2	9606.ENSP00000378488	9606.ENSP00000342007	0	0	0.053	0.975	0.081	0	0.913	0.419	0.950
CYP1A1	HSD11B1	9606.ENSP00000378488	9606.ENSP00000355995	0	0	0	0	0.091	0.069	0.911	0.193	0.931
CYP1A1	CYP2C8	9606.ENSP00000378488	9606.ENSP00000360317	0	0	0.143	0.793	0.060	0	0.908	0.467	0.955
CYP1A1	RXRA	9606.ENSP00000378488	9606.ENSP00000419692	0	0	0	0	0	0.056	0.400	0.536	0.714
CYP1A1	PPARA	9606.ENSP00000378488	9606.ENSP00000385523	0	0	0	0	0	0.056	0.500	0.453	0.719
CYP1A1	ESR1	9606.ENSP00000378488	9606.ENSP00000405330	0	0	0	0	0.062	0.056	0	0.776	0.785
CYP1A1	CYP2D6	9606.ENSP00000378488	9606.ENSP00000496150	0	0	0.138	0.802	0.057	0	0.911	0.220	0.936
CYP1A1	CYP1B1	9606.ENSP00000378488	9606.ENSP00000478561	0	0	0.095	0.889	0.135	0	0.913	0.177	0.937
CYP1A1	IDO1	9606.ENSP00000378488	9606.ENSP00000430950	0	0	0	0	0.103	0	0.900	0.435	0.944
CYP1A2	UGT2B7	9606.ENSP00000342007	9606.ENSP00000304811	0	0	0	0	0.110	0	0.674	0.733	0.916
CYP1A2	IDO1	9606.ENSP00000342007	9606.ENSP00000430950	0	0	0	0	0.103	0	0.900	0.287	0.930
CYP1A2	CYP1B1	9606.ENSP00000342007	9606.ENSP00000478561	0	0	0.101	0.877	0.095	0	0.913	0.205	0.936
CYP1A2	CYP2C8	9606.ENSP00000342007	9606.ENSP00000360317	0	0	0.161	0.756	0.138	0	0.908	0.286	0.946
CYP1A2	XDH	9606.ENSP00000342007	9606.ENSP00000368727	0	0	0	0	0.077	0	0.910	0.432	0.948
CYP1A2	CYP2C19	9606.ENSP00000342007	9606.ENSP00000360372	0	0	0.167	0.743	0.172	0	0.908	0.320	0.951
CYP1B1	HSD17B2	9606.ENSP00000478561	9606.ENSP00000199936	0	0	0	0	0.067	0.045	0.900	0.417	0.941
CYP1B1	HSD17B1	9606.ENSP00000478561	9606.ENSP00000225929	0	0	0	0	0.091	0.053	0.911	0.513	0.958
CYP1B1	UGT2B7	9606.ENSP00000478561	9606.ENSP00000304811	0	0	0	0	0.067	0	0.907	0.410	0.944
CYP1B1	IDO1	9606.ENSP00000478561	9606.ENSP00000430950	0	0	0	0	0.069	0	0.900	0.396	0.938
CYP27A1	HMGCR	9606.ENSP00000258415	9606.ENSP00000287936	0	0	0	0	0.068	0	0	0.759	0.766
CYP27A1	NR1H4	9606.ENSP00000258415	9606.ENSP00000447149	0	0	0	0	0.067	0.056	0	0.830	0.837
CYP27A1	SOAT2	9606.ENSP00000258415	9606.ENSP00000301466	0	0	0	0	0.055	0.048	0.800	0.328	0.862
CYP27A1	LIPA	9606.ENSP00000258415	9606.ENSP00000337354	0	0	0	0	0.085	0.068	0.800	0.309	0.866
CYP27A1	SOAT1	9606.ENSP00000258415	9606.ENSP00000356591	0	0	0	0	0.062	0.048	0.800	0.357	0.870
CYP27A1	DHCR24	9606.ENSP00000258415	9606.ENSP00000360316	0	0	0	0	0.056	0.069	0.814	0.391	0.887
CYP27A1	DHCR7	9606.ENSP00000258415	9606.ENSP00000347717	0	0	0	0	0.046	0.118	0.825	0.603	0.933
CYP27A1	CYP46A1	9606.ENSP00000258415	9606.ENSP00000261835	0	0	0.230	0.613	0	0.069	0.900	0.354	0.947
CYP27B1	DHCR7	9606.ENSP00000228606	9606.ENSP00000347717	0	0	0	0	0.046	0.118	0.162	0.678	0.742
CYP27B1	SRC	9606.ENSP00000228606	9606.ENSP00000362680	0	0	0	0	0.047	0.781	0	0.151	0.807
CYP27B1	GC	9606.ENSP00000228606	9606.ENSP00000421725	0	0	0	0	0.055	0	0	0.856	0.858
CYP27B1	RXRA	9606.ENSP00000228606	9606.ENSP00000419692	0	0	0	0	0	0.968	0	0.448	0.981
CYP2C19	UGT2B7	9606.ENSP00000360372	9606.ENSP00000304811	0	0	0	0	0.108	0	0.098	0.776	0.805
CYP2C19	P2RY12	9606.ENSP00000360372	9606.ENSP00000307259	0	0	0	0	0	0	0	0.912	0.912
CYP2C19	MAOA	9606.ENSP00000360372	9606.ENSP00000340684	0	0	0	0	0.062	0	0.900	0.496	0.948
CYP2C19	PTGS2	9606.ENSP00000360372	9606.ENSP00000356438	0	0	0	0	0.056	0	0.900	0.293	0.927
CYP2C19	CYP2C8	9606.ENSP00000360372	9606.ENSP00000360317	0	0	0.050	0.980	0.138	0	0.900	0.394	0.943
CYP2C19	CYP2D6	9606.ENSP00000360372	9606.ENSP00000496150	0	0	0.096	0.888	0.074	0	0.907	0.147	0.925
CYP2C19	MAOB	9606.ENSP00000360372	9606.ENSP00000367309	0	0	0	0	0.062	0	0.900	0.457	0.944
CYP2C8	UGT2B7	9606.ENSP00000360317	9606.ENSP00000304811	0	0	0	0	0.074	0	0.670	0.817	0.939
CYP2C8	PTGS2	9606.ENSP00000360317	9606.ENSP00000356438	0	0	0	0	0.056	0	0.900	0.445	0.943
CYP2C8	EPHX2	9606.ENSP00000360317	9606.ENSP00000430269	0.059	0	0	0	0.073	0.068	0.906	0.700	0.973
CYP2D6	UGT2B7	9606.ENSP00000496150	9606.ENSP00000304811	0	0	0	0	0.068	0	0.907	0.776	0.979
CYP2D6	MAOA	9606.ENSP00000496150	9606.ENSP00000340684	0	0	0	0	0.062	0	0.900	0.641	0.963
CYP2D6	HSD11B1	9606.ENSP00000496150	9606.ENSP00000355995	0	0	0	0	0.091	0.095	0.911	0.121	0.927
CYP2D6	MAOB	9606.ENSP00000496150	9606.ENSP00000367309	0	0	0	0	0.067	0	0.900	0.620	0.961
CYP2D6	ESR1	9606.ENSP00000496150	9606.ENSP00000405330	0	0	0	0	0	0.056	0	0.707	0.712
CYP46A1	SOAT2	9606.ENSP00000261835	9606.ENSP00000301466	0	0	0	0	0	0.059	0.800	0.213	0.839
CYP46A1	LIPA	9606.ENSP00000261835	9606.ENSP00000337354	0	0	0	0	0.055	0.068	0.800	0.232	0.846
CYP46A1	SOAT1	9606.ENSP00000261835	9606.ENSP00000356591	0	0	0	0	0	0.059	0.800	0.489	0.895
CYP46A1	DHCR24	9606.ENSP00000261835	9606.ENSP00000360316	0	0	0	0	0.056	0.069	0.814	0.531	0.913
CYP46A1	DHCR7	9606.ENSP00000261835	9606.ENSP00000347717	0	0	0	0	0.087	0.145	0.825	0.451	0.915
DAPK1	MAPK3	9606.ENSP00000386135	9606.ENSP00000263025	0	0	0	0.614	0	0.653	0.900	0.491	0.980
DHCR24	SQLE	9606.ENSP00000360316	9606.ENSP00000265896	0	0	0	0	0.278	0	0	0.809	0.856
DHCR24	HMGCR	9606.ENSP00000360316	9606.ENSP00000287936	0	0	0	0	0.286	0	0	0.770	0.829
DHCR24	SOAT2	9606.ENSP00000360316	9606.ENSP00000301466	0	0	0	0	0	0	0.900	0.457	0.943
DHCR24	LIPA	9606.ENSP00000360316	9606.ENSP00000337354	0	0	0	0	0.061	0	0.900	0.212	0.919
DHCR24	DHCR7	9606.ENSP00000360316	9606.ENSP00000347717	0	0.063	0	0	0.478	0.292	0.900	0.906	0.996
DHCR24	SREBF2	9606.ENSP00000360316	9606.ENSP00000354476	0	0	0	0	0.210	0	0	0.645	0.708
DHCR24	SOAT1	9606.ENSP00000360316	9606.ENSP00000356591	0	0	0	0	0.047	0	0.900	0.426	0.940
DHCR24	EBP	9606.ENSP00000360316	9606.ENSP00000417052	0	0	0	0	0.200	0.238	0.913	0.693	0.981
DHCR7	SQLE	9606.ENSP00000347717	9606.ENSP00000265896	0	0	0	0	0.583	0.782	0	0.829	0.983
DHCR7	SIGMAR1	9606.ENSP00000347717	9606.ENSP00000277010	0	0	0	0	0.244	0.782	0	0.393	0.891
DHCR7	HMGCR	9606.ENSP00000347717	9606.ENSP00000287936	0	0	0	0	0.385	0	0	0.850	0.904
DHCR7	SOAT2	9606.ENSP00000347717	9606.ENSP00000301466	0	0	0	0	0.056	0.067	0.900	0.385	0.938
DHCR7	LIPA	9606.ENSP00000347717	9606.ENSP00000337354	0	0	0	0	0	0.053	0.900	0.308	0.928
DHCR7	GC	9606.ENSP00000347717	9606.ENSP00000421725	0	0	0	0	0	0	0	0.720	0.720
DHCR7	SREBF1	9606.ENSP00000347717	9606.ENSP00000348069	0	0	0	0	0.177	0	0.500	0.660	0.848
DHCR7	SREBF2	9606.ENSP00000347717	9606.ENSP00000354476	0	0	0	0	0.316	0	0.500	0.750	0.907
DHCR7	SOAT1	9606.ENSP00000347717	9606.ENSP00000356591	0	0	0	0	0	0.067	0.900	0.430	0.942
DHCR7	EBP	9606.ENSP00000347717	9606.ENSP00000417052	0	0	0	0	0.469	0	0	0.940	0.966
DHFR	DHODH	9606.ENSP00000396308	9606.ENSP00000219240	0	0	0	0	0.097	0	0	0.881	0.888
DNMT1	SIRT1	9606.ENSP00000352516	9606.ENSP00000212015	0	0	0	0	0.047	0.597	0	0.815	0.922
DNMT1	SETD7	9606.ENSP00000352516	9606.ENSP00000274031	0	0	0	0	0.044	0.628	0	0.836	0.936
DNMT1	TET2	9606.ENSP00000352516	9606.ENSP00000442788	0	0	0	0	0	0	0	0.874	0.874
DNMT1	PARP1	9606.ENSP00000352516	9606.ENSP00000355759	0	0	0	0	0.326	0.634	0	0.822	0.952
DNMT1	KDM1A	9606.ENSP00000352516	9606.ENSP00000383042	0	0	0	0	0.084	0.625	0	0.996	0.998
DNMT1	EHMT2	9606.ENSP00000352516	9606.ENSP00000379078	0	0	0	0	0.101	0.630	0	0.995	0.998
DPP4	PLG	9606.ENSP00000353731	9606.ENSP00000308938	0	0	0	0	0.044	0	0	0.903	0.904
DPP4	DPP7	9606.ENSP00000353731	9606.ENSP00000360635	0	0	0	0	0	0	0	0.871	0.871
DPP4	INS	9606.ENSP00000353731	9606.ENSP00000380432	0	0	0	0	0.103	0	0	0.900	0.906
DPP4	GCG	9606.ENSP00000353731	9606.ENSP00000387662	0	0.128	0	0	0.060	0	0.750	0.947	0.987
DPP7	DPP8	9606.ENSP00000360635	9606.ENSP00000339208	0	0	0	0	0	0	0	0.878	0.878
DRD1	SLC6A4	9606.ENSP00000377353	9606.ENSP00000261707	0	0	0	0	0	0	0	0.763	0.763
DRD1	SLC6A3	9606.ENSP00000377353	9606.ENSP00000270349	0	0	0	0	0	0	0	0.906	0.906
DRD1	DRD5	9606.ENSP00000377353	9606.ENSP00000306129	0	0	0	0.950	0.086	0	0.800	0.086	0.818
DRD1	HRH3	9606.ENSP00000377353	9606.ENSP00000342560	0	0	0	0.628	0.138	0.322	0	0.658	0.782
